,Freq,Genes
TRAV8-3,2,TRAV8-3
TRBV29-1,2,TRBV29-1
TREM1,2,TREM1
TRGV3,2,TRGV3
TRGV4,2,TRGV4
TRGV5,2,TRGV5
TRGV9,2,TRGV9
TRIM13,2,TRIM13
TRIM26,2,TRIM26
TRIM31,2,TRIM31
TRIM41,2,TRIM41
TRIM61,2,TRIM61
TRIM62,2,TRIM62
TRIM63,2,TRIM63
TRIP4,2,TRIP4
TRMT1,2,TRMT1
TRMT10A,2,TRMT10A
TRMT13,2,TRMT13
TRMT2A,2,TRMT2A
TRMT44,2,TRMT44
TRMT61B,2,TRMT61B
TRPT1,2,TRPT1
TRUB1,2,TRUB1
TSNAX,2,TSNAX
TSPAN10,2,TSPAN10
TSPAN14,2,TSPAN14
TSPAN17,2,TSPAN17
TSPAN18,2,TSPAN18
TSPAN3,2,TSPAN3
TSPY8,2,TSPY8
TSSK4,2,TSSK4
TSTD2,2,TSTD2
TTC22,2,TTC22
TTC30B,2,TTC30B
TTC31,2,TTC31
TTC39A,2,TTC39A
TTLL10,2,TTLL10
TTPA,2,TTPA
TUBA1C,2,TUBA1C
TUBA4A,2,TUBA4A
TUBB,2,TUBB
TUBB2A,2,TUBB2A
TUBB3,2,TUBB3
TUBG2,2,TUBG2
TUFM,2,TUFM
TUSC5,2,TUSC5
TVP23C,2,TVP23C
TWF1,2,TWF1
TWIST1,2,TWIST1
TXK,2,TXK
TXNDC11,2,TXNDC11
TYMP,2,TYMP
TYW3,2,TYW3
U2AF2,2,U2AF2
UAP1L1,2,UAP1L1
UBE2L6,2,UBE2L6
UBE2R2,2,UBE2R2
UBE2S,2,UBE2S
UBE2T,2,UBE2T
UBE2U,2,UBE2U
UBE2W,2,UBE2W
UBE2Z,2,UBE2Z
UBL4B,2,UBL4B
UBTD1,2,UBTD1
UBTF,2,UBTF
UBXN2B,2,UBXN2B
UCP1,2,UCP1
UCP3,2,UCP3
UFC1,2,UFC1
UFSP2,2,UFSP2
UGP2,2,UGP2
UIMC1,2,UIMC1
ULBP1,2,ULBP1
ULBP3,2,ULBP3
ULK3,2,ULK3
UNC119B,2,UNC119B
UNC50,2,UNC50
UNC93B1,2,UNC93B1
UNG,2,UNG
UPF1,2,UPF1
UPK1A,2,UPK1A
UQCR11,2,UQCR11
UQCRC2,2,UQCRC2
UQCRFS1,2,UQCRFS1
UQCRH,2,UQCRH
UQCRQ,2,UQCRQ
USE1,2,USE1
USP12,2,USP12
USP30,2,USP30
USP37,2,USP37
USP39,2,USP39
UTP3,2,UTP3
UXT,2,UXT
VAMP4,2,VAMP4
VARS2,2,VARS2
VASH1,2,VASH1
VCPKMT,2,VCPKMT
VCX2,2,VCX2
VCX3A,2,VCX3A
VCX3B,2,VCX3B
VDAC2,2,VDAC2
VDR,2,VDR
VGLL2,2,VGLL2
VGLL4,2,VGLL4
VHL,2,VHL
VIPR1,2,VIPR1
VMO1,2,VMO1
VN1R1,2,VN1R1
VPS26A,2,VPS26A
VPS26B,2,VPS26B
VPS33B,2,VPS33B
VPS39,2,VPS39
VPS4A,2,VPS4A
VPS51,2,VPS51
VTCN1,2,VTCN1
VTI1A,2,VTI1A
WBP2NL,2,WBP2NL
WBP5,2,WBP5
WBSCR16,2,WBSCR16
WDR20,2,WDR20
WDR24,2,WDR24
WDR31,2,WDR31
WDR41,2,WDR41
WDR45B,2,WDR45B
WDR54,2,WDR54
WDR55,2,WDR55
WDR93,2,WDR93
WEE1,2,WEE1
WFDC12,2,WFDC12
WFDC3,2,WFDC3
WIPF3,2,WIPF3
WIPI2,2,WIPI2
WNT5A,2,WNT5A
WNT9B,2,WNT9B
WRNIP1,2,WRNIP1
WTIP,2,WTIP
XAGE3,2,XAGE3
XKR8,2,XKR8
XRCC4,2,XRCC4
YBX1,2,YBX1
YEATS4,2,YEATS4
YIPF1,2,YIPF1
YIPF3,2,YIPF3
YIPF4,2,YIPF4
YIPF5,2,YIPF5
YIPF6,2,YIPF6
YPEL4,2,YPEL4
YRDC,2,YRDC
YWHAG,2,YWHAG
YWHAZ,2,YWHAZ
ZADH2,2,ZADH2
ZBED6CL,2,ZBED6CL
ZBTB12,2,ZBTB12
ZBTB32,2,ZBTB32
ZBTB43,2,ZBTB43
ZBTB47,2,ZBTB47
ZBTB7A,2,ZBTB7A
ZC3H10,2,ZC3H10
ZC3HAV1L,2,ZC3HAV1L
ZC3HC1,2,ZC3HC1
ZCCHC24,2,ZCCHC24
ZDHHC13,2,ZDHHC13
ZDHHC16,2,ZDHHC16
ZDHHC17,2,ZDHHC17
ZDHHC23,2,ZDHHC23
ZDHHC5,2,ZDHHC5
ZDHHC6,2,ZDHHC6
ZFP1,2,ZFP1
ZFP36L2,2,ZFP36L2
ZFP37,2,ZFP37
ZFPL1,2,ZFPL1
ZFPM1,2,ZFPM1
ZFY,2,ZFY
ZFYVE21,2,ZFYVE21
ZIC2,2,ZIC2
ZMAT5,2,ZMAT5
ZMYND10,2,ZMYND10
ZMYND12,2,ZMYND12
ZNF124,2,ZNF124
ZNF146,2,ZNF146
ZNF175,2,ZNF175
ZNF189,2,ZNF189
ZNF197,2,ZNF197
ZNF20,2,ZNF20
ZNF286A,2,ZNF286A
ZNF32,2,ZNF32
ZNF35,2,ZNF35
ZNF354B,2,ZNF354B
ZNF362,2,ZNF362
ZNF367,2,ZNF367
ZNF396,2,ZNF396
ZNF397,2,ZNF397
ZNF410,2,ZNF410
ZNF419,2,ZNF419
ZNF426,2,ZNF426
ZNF439,2,ZNF439
ZNF442,2,ZNF442
ZNF490,2,ZNF490
ZNF501,2,ZNF501
ZNF510,2,ZNF510
ZNF550,2,ZNF550
ZNF57,2,ZNF57
ZNF575,2,ZNF575
ZNF576,2,ZNF576
ZNF587B,2,ZNF587B
ZNF596,2,ZNF596
ZNF629,2,ZNF629
ZNF641,2,ZNF641
ZNF660,2,ZNF660
ZNF687,2,ZNF687
ZNF688,2,ZNF688
ZNF689,2,ZNF689
ZNF691,2,ZNF691
ZNF710,2,ZNF710
ZNF727,2,ZNF727
ZNF736,2,ZNF736
ZNF766,2,ZNF766
ZNF77,2,ZNF77
ZNF790,2,ZNF790
ZNF799,2,ZNF799
ZNF823,2,ZNF823
ZNF846,2,ZNF846
ZNHIT6,2,ZNHIT6
ZPR1,2,ZPR1
ZSCAN12,2,ZSCAN12
ZSCAN2,2,ZSCAN2
ZSCAN21,2,ZSCAN21
ZSCAN30,2,ZSCAN30
ZSCAN32,2,ZSCAN32
ZSCAN9,2,ZSCAN9
ZSWIM1,2,ZSWIM1
ZUFSP,2,ZUFSP
A3GALT2,1,A3GALT2
AAAS,1,AAAS
ABCD1,1,ABCD1
ABCE1,1,ABCE1
ABHD11,1,ABHD11
ABHD12,1,ABHD12
ABHD14A,1,ABHD14A
ABHD14B,1,ABHD14B
ABHD15,1,ABHD15
ABHD17C,1,ABHD17C
ABHD4,1,ABHD4
ABHD5,1,ABHD5
ABHD8,1,ABHD8
ABI2,1,ABI2
ABRACL,1,ABRACL
ABTB2,1,ABTB2
AC025048.1,1,AC025048.1
AC104389.2,1,AC104389.2
ACAA2,1,ACAA2
ACADS,1,ACADS
ACBD6,1,ACBD6
ACOT1,1,ACOT1
ACOT13,1,ACOT13
ACOT2,1,ACOT2
ACP6,1,ACP6
ACR,1,ACR
ACSF2,1,ACSF2
ACTR10,1,ACTR10
ACYP2,1,ACYP2
ADAT1,1,ADAT1
ADGRF3,1,ADGRF3
ADORA2B,1,ADORA2B
ADPGK,1,ADPGK
ADRB1,1,ADRB1
ADRM1,1,ADRM1
ADSL,1,ADSL
ADTRP,1,ADTRP
AFG3L2,1,AFG3L2
AGBL4,1,AGBL4
AGPAT5,1,AGPAT5
AGR2,1,AGR2
AGR3,1,AGR3
AGRP,1,AGRP
AHSA1,1,AHSA1
AHSA2,1,AHSA2
AIF1,1,AIF1
AIF1L,1,AIF1L
AK1,1,AK1
AKAP7,1,AKAP7
AKR1C8P,1,AKR1C8P
AKTIP,1,AKTIP
ALAS1,1,ALAS1
ALDH5A1,1,ALDH5A1
ALG12,1,ALG12
ALG1L2,1,ALG1L2
ALG5,1,ALG5
ALX3,1,ALX3
AMH,1,AMH
AMIGO3,1,AMIGO3
AMT,1,AMT
ANAPC7,1,ANAPC7
ANGPTL4,1,ANGPTL4
ANGPTL6,1,ANGPTL6
ANKHD1,1,ANKHD1
ANKRD13A,1,ANKRD13A
ANKRD18A,1,ANKRD18A
ANKRD2,1,ANKRD2
ANKRD22,1,ANKRD22
ANKRD46,1,ANKRD46
ANKRD54,1,ANKRD54
ANO8,1,ANO8
ANP32B,1,ANP32B
ANP32E,1,ANP32E
ANXA1,1,ANXA1
ANXA10,1,ANXA10
ANXA2,1,ANXA2
ANXA7,1,ANXA7
ANXA8L1,1,ANXA8L1
AP000304.12,1,AP000304.12
AP006285.2,1,AP006285.2
AP1S3,1,AP1S3
AP2B1,1,AP2B1
AP3S2,1,AP3S2
APEH,1,APEH
APIP,1,APIP
APOBEC3C,1,APOBEC3C
APOC3,1,APOC3
APOC4,1,APOC4
APOD,1,APOD
APOL2,1,APOL2
APTX,1,APTX
AQP2,1,AQP2
ARCN1,1,ARCN1
ARF3,1,ARF3
ARF6,1,ARF6
ARFRP1,1,ARFRP1
ARHGEF39,1,ARHGEF39
ARIH2OS,1,ARIH2OS
ARL1,1,ARL1
ARL10,1,ARL10
ARL11,1,ARL11
ARL13A,1,ARL13A
ARL16,1,ARL16
ARL5A,1,ARL5A
ARL5B,1,ARL5B
ARL8B,1,ARL8B
ARMC10,1,ARMC10
ARPIN,1,ARPIN
ARPP19,1,ARPP19
ARRB1,1,ARRB1
ARRDC1,1,ARRDC1
ARRDC2,1,ARRDC2
ARRDC4,1,ARRDC4
ARSA,1,ARSA
ASB1,1,ASB1
ASB14,1,ASB14
ASCC1,1,ASCC1
ASCL1,1,ASCL1
ASGR1,1,ASGR1
ASIP,1,ASIP
ASPDH,1,ASPDH
ASTE1,1,ASTE1
ATF1,1,ATF1
ATF5,1,ATF5
ATF7IP2,1,ATF7IP2
ATG10,1,ATG10
ATG14,1,ATG14
ATG16L2,1,ATG16L2
ATG4B,1,ATG4B
ATOH7,1,ATOH7
ATOH8,1,ATOH8
ATP1B2,1,ATP1B2
ATP5E,1,ATP5E
ATP5G1,1,ATP5G1
ATP5G2,1,ATP5G2
ATP5G3,1,ATP5G3
ATP5L,1,ATP5L
ATP5L2,1,ATP5L2
ATP6V0D1,1,ATP6V0D1
ATP6V1G2,1,ATP6V1G2
ATP6V1G3,1,ATP6V1G3
ATPAF1,1,ATPAF1
ATPIF1,1,ATPIF1
ATXN10,1,ATXN10
ATXN7L1,1,ATXN7L1
AURKA,1,AURKA
AURKAIP1,1,AURKAIP1
AVL9,1,AVL9
AWAT2,1,AWAT2
AZIN2,1,AZIN2
AZU1,1,AZU1
B3GALT4,1,B3GALT4
B3GALT6,1,B3GALT6
B3GNT8,1,B3GNT8
B3GNT9,1,B3GNT9
B4GALT1,1,B4GALT1
B9D2,1,B9D2
BAG2,1,BAG2
BANF1,1,BANF1
BARX2,1,BARX2
BCCIP,1,BCCIP
BCL2L10,1,BCL2L10
BCL2L12,1,BCL2L12
BCL2L14,1,BCL2L14
BCL7A,1,BCL7A
BDNF,1,BDNF
BECN1,1,BECN1
BEND5,1,BEND5
BEST4,1,BEST4
BET1L,1,BET1L
BFAR,1,BFAR
BHLHE23,1,BHLHE23
BHLHE40,1,BHLHE40
BHLHE41,1,BHLHE41
BID,1,BID
BIVM,1,BIVM
BLOC1S5,1,BLOC1S5
BLVRB,1,BLVRB
BMF,1,BMF
BMP2,1,BMP2
BNIP3L,1,BNIP3L
BNIPL,1,BNIPL
BPY2C,1,BPY2C
BRCC3,1,BRCC3
BRI3BP,1,BRI3BP
BROX,1,BROX
BSPRY,1,BSPRY
BTBD1,1,BTBD1
BTF3,1,BTF3
BTLA,1,BTLA
BUD31,1,BUD31
C10orf113,1,C10orf113
C10orf55,1,C10orf55
C10orf99,1,C10orf99
C11orf1,1,C11orf1
C11orf52,1,C11orf52
C11orf54,1,C11orf54
C11orf57,1,C11orf57
C11orf70,1,C11orf70
C11orf80,1,C11orf80
C12orf43,1,C12orf43
C12orf49,1,C12orf49
C12orf57,1,C12orf57
C12orf65,1,C12orf65
C12orf74,1,C12orf74
C14orf159,1,C14orf159
C14orf178,1,C14orf178
C14orf79,1,C14orf79
C14orf80,1,C14orf80
C14orf93,1,C14orf93
C15orf43,1,C15orf43
C15orf48,1,C15orf48
C16orf13,1,C16orf13
C16orf45,1,C16orf45
C16orf71,1,C16orf71
C16orf86,1,C16orf86
C16orf91,1,C16orf91
C17orf50,1,C17orf50
C17orf58,1,C17orf58
C17orf62,1,C17orf62
C17orf64,1,C17orf64
C17orf75,1,C17orf75
C17orf85,1,C17orf85
C17orf98,1,C17orf98
C18orf32,1,C18orf32
C19orf12,1,C19orf12
C19orf25,1,C19orf25
C19orf35,1,C19orf35
C19orf43,1,C19orf43
C19orf66,1,C19orf66
C19orf73,1,C19orf73
C1D,1,C1D
C1orf111,1,C1orf111
C1orf198,1,C1orf198
C1orf35,1,C1orf35
C1orf43,1,C1orf43
C1orf54,1,C1orf54
C1orf95,1,C1orf95
C1QL1,1,C1QL1
C1QTNF4,1,C1QTNF4
C1QTNF7,1,C1QTNF7
C1QTNF8,1,C1QTNF8
C20orf27,1,C20orf27
C21orf58,1,C21orf58
C21orf59,1,C21orf59
C21orf62,1,C21orf62
C22orf15,1,C22orf15
C2orf43,1,C2orf43
C2orf49,1,C2orf49
C2orf76,1,C2orf76
C3orf22,1,C3orf22
C3orf33,1,C3orf33
C3orf36,1,C3orf36
C3orf62,1,C3orf62
C3P1,1,C3P1
C4A,1,C4A
C4B,1,C4B
C4BPB,1,C4BPB
C4orf27,1,C4orf27
C4orf32,1,C4orf32
C4orf33,1,C4orf33
C4orf36,1,C4orf36
C4orf45,1,C4orf45
C4orf46,1,C4orf46
C5orf46,1,C5orf46
C5orf56,1,C5orf56
C6orf120,1,C6orf120
C6orf136,1,C6orf136
C6orf226,1,C6orf226
C6orf47,1,C6orf47
C7orf43,1,C7orf43
C7orf49,1,C7orf49
C7orf55,1,C7orf55
C8orf4,1,C8orf4
C8orf44,1,C8orf44
C8orf58,1,C8orf58
C8orf82,1,C8orf82
C9orf117,1,C9orf117
C9orf142,1,C9orf142
C9orf152,1,C9orf152
C9orf153,1,C9orf153
C9orf173,1,C9orf173
C9orf78,1,C9orf78
C9orf85,1,C9orf85
C9orf89,1,C9orf89
C9orf9,1,C9orf9
CA13,1,CA13
CA5A,1,CA5A
CAAP1,1,CAAP1
CAB39,1,CAB39
CABLES2,1,CABLES2
CABP4,1,CABP4
CACNB3,1,CACNB3
CACNG1,1,CACNG1
CADM4,1,CADM4
CALML5,1,CALML5
CALML6,1,CALML6
CALR,1,CALR
CALY,1,CALY
CAMK1,1,CAMK1
CAMK2G,1,CAMK2G
CAMKMT,1,CAMKMT
CAMSAP3,1,CAMSAP3
CAPNS1,1,CAPNS1
CAPS,1,CAPS
CAPZA1,1,CAPZA1
CARF,1,CARF
CASP7,1,CASP7
CATIP,1,CATIP
CAV1,1,CAV1
CBLC,1,CBLC
CBR1,1,CBR1
CBR4,1,CBR4
CBWD7,1,CBWD7
CBX1,1,CBX1
CBX6,1,CBX6
CBX7,1,CBX7
CCDC101,1,CCDC101
CCDC102A,1,CCDC102A
CCDC103,1,CCDC103
CCDC12,1,CCDC12
CCDC126,1,CCDC126
CCDC130,1,CCDC130
CCDC137,1,CCDC137
CCDC140,1,CCDC140
CCDC153,1,CCDC153
CCDC160,1,CCDC160
CCDC163P,1,CCDC163P
CCDC176,1,CCDC176
CCDC183,1,CCDC183
CCDC184,1,CCDC184
CCDC36,1,CCDC36
CCDC43,1,CCDC43
CCDC53,1,CCDC53
CCDC58,1,CCDC58
CCDC59,1,CCDC59
CCDC64,1,CCDC64
CCDC64B,1,CCDC64B
CCDC69,1,CCDC69
CCDC84,1,CCDC84
CCDC97,1,CCDC97
CCK,1,CCK
CCL11,1,CCL11
CCL13,1,CCL13
CCL19,1,CCL19
CCL22,1,CCL22
CCL24,1,CCL24
CCL3,1,CCL3
CCL8,1,CCL8
CCNC,1,CCNC
CCND3,1,CCND3
CCNG1,1,CCNG1
CCNI2,1,CCNI2
CCNO,1,CCNO
CCNYL2,1,CCNYL2
CCR1,1,CCR1
CCRL2,1,CCRL2
CCS,1,CCS
CCSAP,1,CCSAP
CCZ1B,1,CCZ1B
CD151,1,CD151
CD160,1,CD160
CD164,1,CD164
CD164L2,1,CD164L2
CD320,1,CD320
CD3E,1,CD3E
CD63,1,CD63
CD69,1,CD69
CD7,1,CD7
CD70,1,CD70
CDC14B,1,CDC14B
CDC37,1,CDC37
CDC37L1,1,CDC37L1
CDC42EP1,1,CDC42EP1
CDCA8,1,CDCA8
CDHR4,1,CDHR4
CDK1,1,CDK1
CDK10,1,CDK10
CDK11A,1,CDK11A
CDK19,1,CDK19
CDK5RAP1,1,CDK5RAP1
CDKL1,1,CDKL1
CDKN2AIP,1,CDKN2AIP
CDO1,1,CDO1
CDR2,1,CDR2
CDRT1,1,CDRT1
CDRT4,1,CDRT4
CDX1,1,CDX1
CEBPG,1,CEBPG
CECR7,1,CECR7
CELA2A,1,CELA2A
CELA2B,1,CELA2B
CEND1,1,CEND1
CEP19,1,CEP19
CEPT1,1,CEPT1
CERS2,1,CERS2
CES2,1,CES2
CES4A,1,CES4A
CETN3,1,CETN3
CFAP126,1,CFAP126
CFAP20,1,CFAP20
CFAP36,1,CFAP36
CFDP1,1,CFDP1
CGA,1,CGA
CGB,1,CGB
CGB7,1,CGB7
CH25H,1,CH25H
CHAC1,1,CHAC1
CHAC2,1,CHAC2
CHAD,1,CHAD
CHCHD2,1,CHCHD2
CHCHD5,1,CHCHD5
CHCHD7,1,CHCHD7
CHGA,1,CHGA
CHIC1,1,CHIC1
CHP1,1,CHP1
CHRAC1,1,CHRAC1
CHRNE,1,CHRNE
CHST11,1,CHST11
CHST3,1,CHST3
CHST7,1,CHST7
CIAPIN1,1,CIAPIN1
CIB2,1,CIB2
CIDEC,1,CIDEC
CIRBP,1,CIRBP
CISD1,1,CISD1
CKMT1A,1,CKMT1A
CKMT2,1,CKMT2
CKS1B,1,CKS1B
CLCC1,1,CLCC1
CLDN15,1,CLDN15
CLDN6,1,CLDN6
CLEC2D,1,CLEC2D
CLEC3B,1,CLEC3B
CLEC4C,1,CLEC4C
CLEC4D,1,CLEC4D
CLECL1,1,CLECL1
CLLU1,1,CLLU1
CLN3,1,CLN3
CLPS,1,CLPS
CLPSL1,1,CLPSL1
CLRN3,1,CLRN3
CLTA,1,CLTA
CMBL,1,CMBL
CMC4,1,CMC4
CMPK1,1,CMPK1
CMTM1,1,CMTM1
CMTM3,1,CMTM3
CMTM4,1,CMTM4
CMTR1,1,CMTR1
CNBP,1,CNBP
CNIH1,1,CNIH1
CNIH2,1,CNIH2
CNN2,1,CNN2
CNN3,1,CNN3
CNNM3,1,CNNM3
CNOT7,1,CNOT7
CNPY2,1,CNPY2
CNPY4,1,CNPY4
CNTD2,1,CNTD2
CNTNAP3B,1,CNTNAP3B
COA4,1,COA4
COA6,1,COA6
COLGALT1,1,COLGALT1
COMMD1,1,COMMD1
COMMD2,1,COMMD2
COMMD3,1,COMMD3
COMMD5,1,COMMD5
COMMD6,1,COMMD6
COMMD7,1,COMMD7
COMMD8,1,COMMD8
COMT,1,COMT
COPRS,1,COPRS
COPS8,1,COPS8
COPZ1,1,COPZ1
COQ10A,1,COQ10A
COQ3,1,COQ3
COX18,1,COX18
COX5A,1,COX5A
COX6B2,1,COX6B2
COX8A,1,COX8A
COX8C,1,COX8C
CPLX1,1,CPLX1
CPLX3,1,CPLX3
CPLX4,1,CPLX4
CPNE9,1,CPNE9
CPTP,1,CPTP
CREB3,1,CREB3
CREB3L1,1,CREB3L1
CREB3L4,1,CREB3L4
CREG2,1,CREG2
CRELD1,1,CRELD1
CRHR2,1,CRHR2
CRIP2,1,CRIP2
CRK,1,CRK
CRLF3,1,CRLF3
CROCCP2,1,CROCCP2
CRYZL1,1,CRYZL1
CSF1,1,CSF1
CSF3,1,CSF3
CSRP1,1,CSRP1
CSRP3,1,CSRP3
CST1,1,CST1
CST3,1,CST3
CT45A9,1,CT45A9
CTC-432M15.3,1,CTC-432M15.3
CTD-2026D20.3,1,CTD-2026D20.3
CTD-2207O23.12,1,CTD-2207O23.12
CTDNEP1,1,CTDNEP1
CTDSPL,1,CTDSPL
CTHRC1,1,CTHRC1
CTPS2,1,CTPS2
CTRB2,1,CTRB2
CTSD,1,CTSD
CTSL,1,CTSL
CUTA,1,CUTA
CUTC,1,CUTC
CWC15,1,CWC15
CXCL1,1,CXCL1
CXCL13,1,CXCL13
CXCL14,1,CXCL14
CXCL16,1,CXCL16
CXCL2,1,CXCL2
CXCR6,1,CXCR6
CXorf58,1,CXorf58
CYB561D1,1,CYB561D1
CYB5B,1,CYB5B
CYB5R2,1,CYB5R2
CYB5RL,1,CYB5RL
CYHR1,1,CYHR1
CYP21A2,1,CYP21A2
CYP2B7P,1,CYP2B7P
CYP2D6,1,CYP2D6
CYP2J2,1,CYP2J2
CYP2U1,1,CYP2U1
CYP39A1,1,CYP39A1
CYP4X1,1,CYP4X1
CYP51A1,1,CYP51A1
CYR61,1,CYR61
CYS1,1,CYS1
CYTH3,1,CYTH3
DAD1,1,DAD1
DAPL1,1,DAPL1
DAZ3,1,DAZ3
DAZAP2,1,DAZAP2
DBI,1,DBI
DCAF10,1,DCAF10
DCD,1,DCD
DCTD,1,DCTD
DCTN2,1,DCTN2
DCTN4,1,DCTN4
DCTN6,1,DCTN6
DCUN1D5,1,DCUN1D5
DCXR,1,DCXR
DDAH2,1,DDAH2
DDB2,1,DDB2
DDI2,1,DDI2
DDIT3,1,DDIT3
DDX19A,1,DDX19A
DDX39A,1,DDX39A
DDX3Y,1,DDX3Y
DDX47,1,DDX47
DDX49,1,DDX49
DDX56,1,DDX56
DECR1,1,DECR1
DEFA3,1,DEFA3
DEFB105A,1,DEFB105A
DEFB107A,1,DEFB107A
DEFB114,1,DEFB114
DEFB119,1,DEFB119
DEFB125,1,DEFB125
DEFB129,1,DEFB129
DEFB131,1,DEFB131
DEFB134,1,DEFB134
DEFB135,1,DEFB135
DEFB136,1,DEFB136
DEFB4A,1,DEFB4A
DEGS1,1,DEGS1
DEGS2,1,DEGS2
DENND6A,1,DENND6A
DENND6B,1,DENND6B
DERL2,1,DERL2
DERL3,1,DERL3
DESI2,1,DESI2
DFFA,1,DFFA
DGAT1,1,DGAT1
DGAT2,1,DGAT2
DGCR6L,1,DGCR6L
DGKQ,1,DGKQ
DHODH,1,DHODH
DHRS11,1,DHRS11
DHRS7,1,DHRS7
DIABLO,1,DIABLO
DIRC2,1,DIRC2
DLX1,1,DLX1
DLX4,1,DLX4
DLX6,1,DLX6
DNAJB12,1,DNAJB12
DNAJB14,1,DNAJB14
DNAJB7,1,DNAJB7
DNAJC15,1,DNAJC15
DNAJC16,1,DNAJC16
DNAJC17,1,DNAJC17
DNAJC18,1,DNAJC18
DNAJC30,1,DNAJC30
DNAJC4,1,DNAJC4
DNAJC5,1,DNAJC5
DNAJC9,1,DNAJC9
DNAL1,1,DNAL1
DNAL4,1,DNAL4
DNASE1L2,1,DNASE1L2
DNTTIP1,1,DNTTIP1
DPCR1,1,DPCR1
DPM3,1,DPM3
DPP7,1,DPP7
DR1,1,DR1
DRAP1,1,DRAP1
DRG1,1,DRG1
DSCR3,1,DSCR3
DTWD1,1,DTWD1
DUSP1,1,DUSP1
DYNLL2,1,DYNLL2
DYNLRB1,1,DYNLRB1
DYNLT1,1,DYNLT1
DYNLT3,1,DYNLT3
DYRK1B,1,DYRK1B
DYRK2,1,DYRK2
DYX1C1,1,DYX1C1
E2F3,1,E2F3
E2F6,1,E2F6
EAF1,1,EAF1
EAF2,1,EAF2
EBAG9,1,EBAG9
ECH1,1,ECH1
EDDM3A,1,EDDM3A
EDDM3B,1,EDDM3B
EDEM1,1,EDEM1
EDN1,1,EDN1
EEF1D,1,EEF1D
EFCAB2,1,EFCAB2
EFEMP1,1,EFEMP1
EFHD2,1,EFHD2
EFNA1,1,EFNA1
EFNA3,1,EFNA3
EFNB1,1,EFNB1
EFNB3,1,EFNB3
EHD4,1,EHD4
EID2,1,EID2
EIF2B2,1,EIF2B2
EIF2S2,1,EIF2S2
EIF3J,1,EIF3J
EIF3M,1,EIF3M
EIF4A3,1,EIF4A3
EIF4EBP2,1,EIF4EBP2
EIF4H,1,EIF4H
EIF5A,1,EIF5A
EIF5AL1,1,EIF5AL1
ELK1,1,ELK1
ELK3,1,ELK3
ELMOD3,1,ELMOD3
ELOVL5,1,ELOVL5
EMC10,1,EMC10
EMC3,1,EMC3
EMC4,1,EMC4
EMC6,1,EMC6
EME1,1,EME1
EMP2,1,EMP2
ENOPH1,1,ENOPH1
ENPP4,1,ENPP4
ENTPD8,1,ENTPD8
EP400NL,1,EP400NL
EPDR1,1,EPDR1
EPGN,1,EPGN
EPN3,1,EPN3
EPOR,1,EPOR
EPPIN,1,EPPIN
EPS8L1,1,EPS8L1
ERAP1,1,ERAP1
ERF,1,ERF
ERGIC1,1,ERGIC1
ERLIN1,1,ERLIN1
ERP27,1,ERP27
ESAM,1,ESAM
ETFDH,1,ETFDH
ETHE1,1,ETHE1
ETV7,1,ETV7
EVPLL,1,EVPLL
EXD2,1,EXD2
EXOSC1,1,EXOSC1
EXOSC4,1,EXOSC4
EXOSC5,1,EXOSC5
EXOSC7,1,EXOSC7
EXOSC8,1,EXOSC8
FABP1,1,FABP1
FABP2,1,FABP2
FABP7,1,FABP7
FAHD2A,1,FAHD2A
FAM101B,1,FAM101B
FAM104B,1,FAM104B
FAM110C,1,FAM110C
FAM118A,1,FAM118A
FAM122B,1,FAM122B
FAM129B,1,FAM129B
FAM131A,1,FAM131A
FAM133B,1,FAM133B
FAM160B2,1,FAM160B2
FAM161A,1,FAM161A
FAM162A,1,FAM162A
FAM162B,1,FAM162B
FAM166B,1,FAM166B
FAM167B,1,FAM167B
FAM175A,1,FAM175A
FAM177A1,1,FAM177A1
FAM181B,1,FAM181B
FAM183A,1,FAM183A
FAM193B,1,FAM193B
FAM195A,1,FAM195A
FAM19A5,1,FAM19A5
FAM206A,1,FAM206A
FAM207A,1,FAM207A
FAM209A,1,FAM209A
FAM210A,1,FAM210A
FAM216A,1,FAM216A
FAM217A,1,FAM217A
FAM218A,1,FAM218A
FAM219A,1,FAM219A
FAM220A,1,FAM220A
FAM221B,1,FAM221B
FAM222A,1,FAM222A
FAM222B,1,FAM222B
FAM228A,1,FAM228A
FAM24A,1,FAM24A
FAM26F,1,FAM26F
FAM32A,1,FAM32A
FAM3B,1,FAM3B
FAM43A,1,FAM43A
FAM46C,1,FAM46C
FAM53A,1,FAM53A
FAM57A,1,FAM57A
FAM63A,1,FAM63A
FAM64A,1,FAM64A
FAM69A,1,FAM69A
FAM69B,1,FAM69B
FAM69C,1,FAM69C
FAM72C,1,FAM72C
FAM89A,1,FAM89A
FAM89B,1,FAM89B
FAM8A1,1,FAM8A1
FAM92A1,1,FAM92A1
FAM92B,1,FAM92B
FAM96B,1,FAM96B
FAM9B,1,FAM9B
FASTK,1,FASTK
FAU,1,FAU
FAXDC2,1,FAXDC2
FBLIM1,1,FBLIM1
FBP1,1,FBP1
FBRS,1,FBRS
FBXL6,1,FBXL6
FBXO25,1,FBXO25
FBXO32,1,FBXO32
FBXO44,1,FBXO44
FBXO45,1,FBXO45
FBXW8,1,FBXW8
FCER1G,1,FCER1G
FCER2,1,FCER2
FCF1,1,FCF1
FEN1,1,FEN1
FGF16,1,FGF16
FGF19,1,FGF19
